param supply := 70000; 

set BLOCKS := 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143;
param:	pop		val	eq 		vac :=
1	3570	4716.6126	0	0
2	3346	4682.52624	0	0
3	6559	6336.45313	0	0
4	3869	4365.23794	0	0
5	4803	6285.44595	0	0
6	4502	3976.43652	0	0
7	4060	3843.805	0	0
8	7500	6858.075	0	0
9	3490	3644.7117	0	0
10	4516	5927.88224	0	0
11	5593	4251.40709	0	0
12	4857	4468.82856	0	0
13	4019	4304.349	0	0
14	12361	13925.65538	0	0
15	3974	5196.12422	0	0
16	5528	5983.17552	0	0
17	4994	4376.7416	0	0
18	3032	3515.54336	0	0
19	3266	2875.35374	0	0
20	4587	3510.15588	0	0
21	5325	5101.82925	0	0
22	4199	3229.99677	0	0
23	5739	4310.16117	0	0
24	4856	3493.01792	0	0
25	7221	9122.21709	0	0
26	5583	7648.54251	0	0
27	3527	4279.59126	0	0
28	5853	4797.7041	0	0
29	3456	3085.6896	0	0
30	4589	6257.88163	0	0
31	1437	2003.65221	0	0
32	2034	2223.40608	0	0
33	4377	6013.51653	0	0
34	3627	4380.36417	0	0
35	7800	7309.302	0	0
36	4096	3915.1616	0	0
37	5025	6071.55675	0	0
38	8976	9424.8	0	0
39	3795	5155.7352	0	0
40	6481	7856.65706	0	0
41	10738	12493.34086	0	0
42	8245	11023.565	0	0
43	5217	5078.33214	0	0
44	5322	4809.11886	0	0
45	9739	12209.10257	0	0
46	4239	2979.46593	0	0
47	3491	2855.70782	0	0
48	3820	4929.7864	0	0
49	4080	3124.464	0	0
50	6636	8977.77804	0	0
51	4217	4217.37953	0	0
52	6229	6656.87001	0	0
53	3519	3116.0745	0	0
54	8056	10725.19448	0	0
55	5827	7394.22992	0	0
56	4342	5182.177	0	0
57	5054	6740.21656	0	0
58	4884	6483.07044	0	0
59	11639	11838.0269	0	0
60	1977	1954.75875	0	0
61	6145	7501.38585	0	0
62	6850	6403.7225	0	0
63	3559	3030.41732	0	0
64	2885	2544.77195	0	0
65	3530	3828.5674	0	0
66	5086	5975.08366	0	0
67	2662	2236.45268	0	0
68	1547	1825.33624	0	0
69	7596	8988.19488	0	0
70	778	658.04018	0	0
71	5750	5420.87	0	0
72	4743	5905.79388	0	0
73	2484	3066.19992	0	0
74	5259	7010.66772	0	0
75	5874	4648.3899	0	0
76	3677	3873.46211	0	0
77	4979	4855.0229	0	0
78	7188	9961.05852	0	0
79	5228	6411.6192	0	0
80	4792	6273.73432	0	0
81	4862	6442.6362	0	0
82	3215	2286.9581	0	0
83	3525	2927.442	0	0
84	13570	13216.9086	0	0
85	3032	2280.73104	0	0
86	3927	3412.75935	0	0
87	4390	5899.5454	0	0
88	3168	2767.5648	0	0
89	5836	5508.8922	0	0
90	8879	12324.9399	0	0
91	7315	7531.2314	0	0
92	4204	3104.94828	0	0
93	3346	3405.09036	0	0
94	1812	1770.0522	0	0
95	3299	3490.04509	0	0
96	6819	6815.79507	0	0
97	4799	4772.22158	0	0
98	6021	7626.92112	0	0
99	4263	4991.20566	0	0
100	2718	2984.98914	0	0
101	4529	5623.79517	0	0
102	6568	6840.30928	0	0
103	4868	5428.98832	0	0
